"date","site","who","transect","segment","round","vial_number","specimen_number","gross_ID","plant","insect_order","insect_family","insect_subfamily","insect_genus","insect_species","fine_ID","pollen","notes","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","year","date.site"
2022-07-22,"Stupid Falls","DB","T1",5,3,"DB4",81091,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","Syrphinae","Sphaerophoria","","Sphaerophoria","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-22,"Stupid Falls","DB","T1",2,3,"MDS5",81092,"Syrphidae","Achillea millefolium","Diptera","Syrphidae","Eristalinae","Eristalis","","Eristalis","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-22,"Stupid Falls","DB","T3",5,3,"MDS6",81093,"Beetles","Potentilla pulcherrima","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-22,"Rustlers Gulch","MC","T1",3,1,"",NA,"Other fly","Potentilla pulcherrima","Diptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","MC","T2",5,1,"",NA,"Bombus unknown","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","MC","T2",1,1,"",NA,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","MC","T1",3,1,"",NA,"Bombus flavifrons","Potentilla pulcherrima","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","DL","T3",1,1,"",NA,"Wasps","Achillea millefolium","Hymenoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","DL","T3",3,1,"",NA,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","MC","T3",2,2,"",NA,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","MC","T3",2,2,"",NA,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","MC","T2",1,2,"",NA,"Syrphidae","Achillea millefolium","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","MC","T3",2,3,"",NA,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","MC","T2",4,3,"",NA,"Bombus flavifrons","Solidago multiradiata","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Rustlers Gulch","MC","T2",1,3,"",NA,"Bombus flavifrons","Vicia americana","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Rustlers Gulch"
2022-07-22,"Stupid Falls","MDS","T2",3,1,"",NA,"Syrphidae","Galium boreale","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-22,"Stupid Falls","MMC","T3",4,1,"",NA,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-22,"Stupid Falls","DB","T2",3,2,"",NA,"Hemipteran","Galium boreale","Hemiptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-22,"Stupid Falls","DB","T3",3,2,"",NA,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-22,"Stupid Falls","DB","T3",5,2,"",NA,"Beetles","Potentilla pulcherrima","Coleoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-22,"Stupid Falls","MMC","T2",5,2,"",NA,"Bombus appositus","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","appositus","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-22,"Stupid Falls","MMC","T3",1,3,"",NA,"Bombus flavifrons","Delphinium barbeyi","Hymenoptera","Apidae","Apinae","Bombus","flavifrons","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-22,"Stupid Falls","DB","T1",3,3,"",NA,"Hemipteran","Achillea millefolium","Hemiptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-22.Stupid Falls"
2022-07-23,"Brush Creek Hill","CA","T3",4,1,"CA1",81094,"Other fly","Erigeron speciosus","Diptera","Asilidae","","","","Asilidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T3",4,1,"CA2",81095,"Beetles","Agoseris glauca","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T3",2,1,"CA3",81096,"Small black solitary bee","Erigeron speciosus","Hymenoptera","Halictidae","Halictinae","Lasioglossum","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T3",2,1,"CA4",81097,"Hemipteran","Erigeron speciosus","Hemiptera","Miridae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T1",5,1,"CA5",81098,"Beetles","Agoseris glauca","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T1",5,1,"CA6",81099,"Moths","Erigeron speciosus","Lepidoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T1",3,2,"CA7",81100,"Beetles","Agoseris glauca","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T2",4,2,"CA8",81101,"Hemipteran","Erigeron speciosus","Hemiptera","Miridae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T3",4,2,"CA9",81102,"Beetles","Agoseris glauca","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T3",2,2,"CA10",81103,"Bombyliidae","Erigeron speciosus","Diptera","Bombyliidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T2",5,2,"CA11",81104,"Beetles","Agoseris glauca","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T2",5,3,"CA12",81105,"Moths","Erigeron speciosus","Lepidoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T2",5,3,"CA13",81106,"Beetles","Agoseris glauca","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T3",2,3,"CA14",81107,"Hemipteran","Erigeron speciosus","Hemiptera","Miridae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T2",4,2,"",NA,"Small black solitary bee","Erigeron speciosus","Hymenoptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T2",1,2,"",NA,"Bombus nevadensis","Delphinium occidentale","Hymenoptera","Apidae","Apinae","Bombus","nevadensis","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-23,"Brush Creek Hill","CA","T2",3,3,"",NA,"Other fly","Erigeron speciosus","Diptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-23.Brush Creek Hill"
2022-07-25,"Kebler Pass","MC","T3",1,1,"MC1",81153,"Hemipteran","Heliomeris multiflora","Hemiptera","Miridae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T1",1,1,"DL1",81154,"Other fly","Erigeron speciosus","Diptera","Anthomyiidae","","","","Anthomyiidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T2",4,2,"MC2",81155,"Other fly","Heliomeris multiflora","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T1",5,2,"DL2",81156,"Other fly","Heliomeris multiflora","Diptera","Anthomyiidae","","","","Anthomyiidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",2,2,"DL3",81157,"Other fly","Heliomeris multiflora","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",5,2,"DL4",81158,"Other fly","Heliomeris multiflora","Diptera","Muscidae","Azeliinae","Thricops","","Thricops","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T3",5,3,"MC3",81159,"Syrphidae","Heliomeris multiflora","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T1",4,3,"MC4",81160,"Syrphidae","Heliomeris multiflora","Diptera","Syrphidae","Syrphinae","Platycheirus","","Platycheirus","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T1",5,3,"MC5",81161,"Other fly","Heliomeris multiflora","Diptera","Tachinidae","","","","Tachinidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T1",3,3,"MC6",81162,"Small black solitary bee","Potentilla pulcherrima","Hymenoptera","Andrenidae","Andreninae","Andrena","","Andrena","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",1,3,"DL5",81163,"Syrphidae","Heliomeris multiflora","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",1,3,"DL6",81164,"Bombyliidae","Erigeron speciosus","Diptera","Bombyliidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",2,3,"DL7",81165,"Syrphidae","Heliomeris multiflora","Diptera","Syrphidae","Syrphinae","Sphaerophoria","","Sphaerophoria","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",4,3,"DL8",81166,"Syrphidae","Heliomeris multiflora","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",4,3,"DL9",81167,"Syrphidae","Heliomeris multiflora","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T2",4,3,"DL10",81168,"Small black solitary bee","Heliomeris multiflora","Hymenoptera","Halictidae","Halictinae","Lasioglossum","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T2",4,3,"DL11",81169,"Syrphidae","Heliomeris multiflora","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T1",4,1,"",NA,"Other fly","Heliomeris multiflora","Diptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T3",4,2,"",NA,"Bombus bifarius","Heliomeris multiflora","Hymenoptera","Apidae","Apinae","Bombus","bifarius","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T2",2,2,"",NA,"Bombus sylvicola","Helianthella quinquenervis","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T1",4,2,"",NA,"Bombus sylvicola","Heliomeris multiflora","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T2",5,2,"",NA,"Bombus sylvicola","Heliomeris multiflora","Hymenoptera","Apidae","Apinae","Bombus","sylvicola","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",5,2,"",NA,"Other fly","Heliomeris multiflora","Diptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",5,2,"",NA,"Bombus unknown","Heliomeris multiflora","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T1",3,2,"",NA,"Bombus unknown","Helianthella quinquenervis","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T3",5,3,"",NA,"Bombus bifarius","Helianthella quinquenervis","Hymenoptera","Apidae","Apinae","Bombus","bifarius","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T3",5,3,"",NA,"Bombus bifarius","Helianthella quinquenervis","Hymenoptera","Apidae","Apinae","Bombus","bifarius","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T3",5,3,"",NA,"Bombus bifarius","Heliomeris multiflora","Hymenoptera","Apidae","Apinae","Bombus","bifarius","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T3",5,3,"",NA,"Bombus unknown","Heliomeris multiflora","Hymenoptera","Apidae","Apinae","Bombus","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T1",1,3,"",NA,"Bombus bifarius","Wyethia amplexicaulis","Hymenoptera","Apidae","Apinae","Bombus","bifarius","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T1",1,3,"",NA,"Syrphidae","Erigeron speciosus","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","MC","T2",3,3,"",NA,"Bombus bifarius","Heliomeris multiflora","Hymenoptera","Apidae","Apinae","Bombus","bifarius","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",2,3,"",NA,"Syrphidae","Heliomeris multiflora","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-25,"Kebler Pass","DL","T3",2,3,"",NA,"Bombus bifarius","Heliomeris multiflora","Hymenoptera","Apidae","Apinae","Bombus","bifarius","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-25.Kebler Pass"
2022-07-26,"Stupid Falls","MMC","T3",3,1,"MMC1",81170,"Hemipteran","Achillea millefolium","Hemiptera","Pentatomidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MMC","T3",3,1,"MMC2",81171,"Hemipteran","Achillea millefolium","Hemiptera","Pentatomidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MMC","T2",4,1,"MMC3",81172,"Beetles","Achillea millefolium","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MC","T2",5,1,"MC1",81173,"Beetles","Potentilla pulcherrima","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MC","T3",2,1,"MC2",81174,"Beetles","Agoseris glauca","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MC","T3",2,1,"MC3",81175,"Other fly","Potentilla pulcherrima","Diptera","Tachinidae","","","","Tachinidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MC","T1",4,1,"MC4",81176,"Other fly","Solidago multiradiata","Diptera","Tachinidae","","","","Tachinidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MC","T1",4,1,"MC5",81177,"Other fly","Solidago multiradiata","Diptera","Tachinidae","","","","Tachinidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MMC","T3",2,2,"MMC4",81178,"Beetles","Agoseris glauca","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MMC","T3",2,2,"MMC5",81179,"Beetles","Potentilla pulcherrima","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MMC","T3",2,2,"MMC6",81180,"Beetles","Agoseris glauca","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MMC","T3",5,2,"MMC7",81181,"Hemipteran","Potentilla pulcherrima","Hemiptera","Miridae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MMC","T2",1,2,"MMC8",81182,"Beetles","Solidago multiradiata","Coleoptera","Meloidae","Meloinae","Epicauta","","Epicauta","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MC","T1",1,2,"MC6",81183,"Other fly","Galium boreale","Diptera","Muscidae","Phaoniinae","Phaonia","","Phaonia","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MC","T1",1,2,"MC7",81184,"Syrphidae","Galium boreale","Diptera","Syrphidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MC","T3",4,2,"MC8",81185,"Other fly","Achillea millefolium","Diptera","Tachinidae","","","","Tachinidae","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MC","T1",2,2,"MC9",81186,"Syrphidae","Potentilla pulcherrima","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Stupid Falls","MMC","T3",3,2,"MMC9",81187,"Hemipteran","Agoseris glauca","Hemiptera","","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Stupid Falls"
2022-07-26,"Ohio Pass High","DL","T1",1,1,"DL1",81188,"Syrphidae","Ligusticum porteri","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Ohio Pass High"
2022-07-26,"Ohio Pass High","DL","T1",1,1,"DL2",81189,"Syrphidae","Ligusticum porteri","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Ohio Pass High"
2022-07-26,"Ohio Pass High","CA","T1",3,1,"CA1",81190,"Other fly","Senecio crassulus","Diptera","Muscidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Ohio Pass High"
2022-07-26,"Ohio Pass High","CA","T1",4,1,"CA2",81191,"Syrphidae","Senecio crassulus","Diptera","Syrphidae","Syrphinae","Sphaerophoria","","Sphaerophoria","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Ohio Pass High"
2022-07-26,"Ohio Pass High","CA","T2",2,1,"CA3",81192,"Syrphidae","Ligusticum porteri","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Ohio Pass High"
2022-07-26,"Ohio Pass High","CA","T2",2,1,"CA4",81193,"Other fly","Potentilla pulcherrima","Diptera","Muscidae","","","","","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Ohio Pass High"
2022-07-26,"Ohio Pass High","CA","T2",2,1,"CA5",81194,"Syrphidae","Ligusticum porteri","Diptera","Syrphidae","Eristalinae","Cheilosia","","Cheilosia","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Ohio Pass High"
2022-07-26,"Ohio Pass High","CA","T2",2,1,"CA6",81195,"Syrphidae","Erigeron elatior","Diptera","Syrphidae","Syrphinae","Chrysotoxum","ventricosum","Chrysotoxum","","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2022,"2022-07-26.Ohio Pass High"
